ID,Name,Age,Gender,Location,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
2371,Tracy Miller,17,Female,West Cody,12th,4.6,6.5,80,2,0.0,2,5,10,0,0.6,20,14,4.5,1.2,2.1,Other,3,4.6,10.0
2372,Christina Fields,15,Female,Gabrielleborough,11th,3.7,6.0,64,1,1.2,10,3,9,0,1.5,117,17,2.4,1.5,0.9,Social Media,5,7.0,10.0
2373,Kimberly Decker,18,Other,Jermaineview,9th,7.8,7.1,85,0,0.0,4,4,3,0,1.2,53,5,2.9,1.4,0.0,Browsing,6,9.7,10.0
2374,Jennifer Dodson,19,Other,Lake Brandonstad,12th,5.2,6.2,53,2,1.6,2,6,2,1,0.3,22,10,0.0,1.7,0.7,Gaming,6,8.6,6.2
2375,Richard Thompson,14,Female,East Aprilberg,7th,7.4,6.7,75,5,0.0,7,4,6,0,1.2,28,16,2.5,1.8,1.4,Education,2,5.7,10.0
2376,Maureen Lawson,19,Other,Alvarezberg,12th,6.9,6.5,70,9,1.7,1,3,6,1,0.7,67,20,1.9,0.0,2.7,Gaming,8,4.9,10.0
2377,Alicia Dickerson,16,Male,Davidshire,12th,7.3,5.0,75,0,1.1,5,6,4,0,0.5,83,17,2.3,1.1,1.7,Social Media,7,6.4,10.0
2378,Christina Griffin,17,Female,Port Donaldland,9th,4.0,7.4,53,6,0.9,2,7,6,0,1.2,64,12,2.5,0.0,0.9,Gaming,9,6.1,6.5
2379,Gregory Sims,13,Other,Robertsonberg,12th,3.0,6.5,75,2,0.4,9,4,6,1,1.3,140,10,3.1,1.3,0.6,Social Media,4,3.7,9.0
2380,Colleen Mooney,18,Male,Shawnfurt,8th,4.9,8.0,86,1,0.0,6,6,6,1,1.6,64,11,3.6,1.5,2.0,Other,8,8.3,9.5
2381,Jeffrey Williams,13,Other,Gonzalesville,8th,4.9,7.9,66,4,0.4,1,7,3,1,2.0,23,16,0.0,1.3,1.6,Gaming,10,7.9,5.9
2382,William Kaufman,15,Other,North Terri,8th,4.4,5.7,75,4,0.4,4,5,9,0,0.8,67,10,2.3,1.6,0.1,Social Media,10,3.7,8.8
2383,Sherri Miller,18,Male,South Patricia,11th,5.8,4.8,69,0,1.6,10,5,4,0,1.3,84,12,4.0,1.3,1.1,Education,3,5.5,10.0
2384,William Mills,14,Other,Port Deborahhaven,12th,2.9,6.6,75,10,2.0,7,1,3,0,0.9,118,17,4.5,1.6,0.8,Social Media,2,5.3,10.0
2385,Richard Kelly,16,Other,Bradshawborough,9th,2.7,5.3,74,10,2.1,10,3,4,0,1.0,29,18,3.1,2.8,2.1,Education,7,9.4,10.0
2386,Mark Wilson,19,Male,Lake Triciaside,11th,0.0,7.1,82,2,0.0,8,7,8,0,0.2,31,7,1.2,1.3,0.5,Gaming,6,6.8,1.0
2387,Ronald Clark,16,Other,Port Vickiland,11th,2.5,5.2,72,7,0.0,1,9,7,0,0.5,103,7,0.0,1.6,2.0,Other,6,3.9,5.0
2388,Debbie Reed,13,Female,North Alexanderbury,7th,3.1,4.3,65,1,0.8,10,10,10,1,1.5,150,17,2.3,1.9,2.0,Social Media,5,7.1,10.0
2389,Natalie Silva,18,Male,New Melissa,12th,8.1,4.6,87,0,0.0,8,3,1,1,1.5,43,8,3.9,1.8,1.7,Education,8,7.7,10.0
2390,Crystal Ward,14,Female,Taylorbury,8th,6.7,7.1,73,7,2.0,10,6,6,0,1.3,28,9,0.6,1.7,1.1,Other,1,5.3,7.8
2391,Mrs. Stephanie Huang MD,13,Male,Hornshire,7th,6.7,5.8,97,6,0.4,8,9,9,1,0.9,107,19,3.3,2.6,1.6,Browsing,4,6.3,10.0
2392,Sarah Johnson,17,Female,South Alexandra,8th,5.1,8.3,78,1,0.0,9,5,7,0,1.0,46,6,4.1,3.5,0.4,Other,2,7.9,10.0
2393,Regina Clark,15,Male,Brownton,9th,5.2,7.5,66,5,1.4,1,10,4,0,0.4,131,7,2.9,0.0,1.5,Education,5,7.0,8.4
2394,Kevin Cobb,15,Female,Jamesbury,12th,4.3,7.3,95,7,1.7,8,2,7,1,1.3,26,20,5.0,1.1,1.5,Other,10,11.4,10.0
2395,Michael Williamson,14,Male,North Nathanstad,10th,9.5,7.4,65,6,0.9,7,8,4,1,0.7,36,18,1.4,2.6,1.5,Browsing,4,7.8,10.0
2396,Mary Leblanc,15,Other,Millermouth,11th,2.7,4.1,73,5,1.6,10,7,8,1,0.8,56,13,1.9,1.5,0.1,Browsing,4,5.9,7.8
2397,Ronald Davis,19,Female,Patrickborough,10th,6.4,5.3,55,9,1.9,8,3,6,0,2.2,121,13,3.8,0.2,0.9,Education,2,6.6,10.0
2398,John Giles,15,Female,East Elizabeth,10th,3.8,6.8,51,5,1.0,10,2,4,0,0.6,31,13,3.5,1.2,1.0,Other,8,4.9,8.3
2399,Judith Johnson,17,Male,Maxwellfort,9th,6.3,8.0,85,3,1.0,1,3,2,0,1.3,103,11,3.0,1.8,0.6,Social Media,6,5.4,10.0
2400,Michael Smith,14,Male,Lake Jeffery,12th,6.8,3.6,86,0,0.3,3,1,4,0,0.9,145,13,3.3,1.5,0.5,Gaming,9,4.5,10.0
2401,Lisa Gonzalez,13,Male,Deborahmouth,11th,11.2,8.1,55,1,1.5,4,6,3,1,0.9,34,17,3.6,2.4,0.9,Browsing,5,8.2,10.0
2402,Russell Dalton,13,Other,Tatestad,11th,2.2,7.1,97,4,1.4,7,7,1,0,1.7,56,12,1.9,0.4,0.1,Other,3,6.5,4.5
2403,Fernando Barrera,13,Other,Wigginsshire,7th,3.5,8.7,73,9,1.4,9,6,5,0,0.2,30,8,3.6,2.1,0.9,Education,2,7.0,7.0
2404,Alison Nguyen,14,Female,Port Arianamouth,12th,8.9,4.9,77,8,2.0,6,5,5,1,0.7,122,10,2.1,2.1,0.7,Browsing,7,7.8,10.0
2405,Alison Gibbs,16,Male,Meganville,9th,4.5,5.0,80,1,2.7,6,9,1,1,1.3,129,6,1.3,3.1,0.8,Education,2,2.8,10.0
2406,Brenda Arnold,17,Male,Port William,11th,4.0,6.8,87,1,0.9,4,5,8,1,1.3,83,17,2.5,1.3,1.3,Browsing,2,6.1,9.5
2407,Lisa Bailey,16,Other,East Mark,8th,1.7,5.1,86,7,2.1,4,1,3,1,1.2,57,14,3.0,2.1,1.6,Education,8,5.4,8.2
2408,Kristi Reyes MD,15,Other,Brittanychester,7th,4.3,6.5,98,0,0.0,10,8,5,1,1.0,89,20,3.2,1.9,1.2,Gaming,1,3.6,10.0
2409,Teresa Beard,15,Female,Grayport,11th,4.4,8.0,59,2,1.6,2,1,10,1,1.0,32,18,3.6,0.0,1.0,Social Media,2,5.3,8.2
2410,Wendy Bailey,18,Male,Youngtown,8th,4.6,3.0,68,1,0.6,10,7,6,0,2.2,104,16,3.2,2.2,1.0,Social Media,8,7.5,10.0
2411,Susan Pineda,18,Female,New Charlesborough,8th,5.7,5.3,73,4,0.2,4,7,7,1,1.1,143,7,2.3,1.2,1.5,Education,9,5.3,10.0
2412,Catherine Ali,15,Other,South Jessicabury,8th,5.4,5.8,93,2,0.5,4,10,6,0,0.5,143,19,2.6,3.1,0.5,Gaming,8,4.7,10.0
2413,Samuel Robinson,13,Female,Susanfort,8th,3.0,7.4,74,2,1.4,5,1,9,0,1.5,78,12,2.7,2.9,1.4,Social Media,6,8.7,8.9
2414,Brian Brooks,14,Male,East Richardtown,12th,3.1,5.7,91,5,2.2,9,1,3,1,0.5,32,17,0.9,0.7,1.0,Social Media,3,7.6,5.9
2415,John Johnson,14,Male,Port Laurenville,9th,3.0,5.6,95,8,2.1,5,5,2,1,0.6,53,12,3.3,2.0,0.5,Gaming,4,8.5,9.0
2416,Abigail Hernandez,16,Other,North Albertstad,11th,8.4,6.9,98,10,0.8,10,3,3,1,1.5,108,13,3.9,1.0,1.5,Education,5,5.9,10.0
2417,Aaron Tyler,18,Male,Randyhaven,9th,7.5,8.1,70,7,0.8,7,3,4,1,1.1,119,15,2.2,1.4,1.9,Other,5,5.5,10.0
2418,Dwayne Rogers,13,Male,West Brianfort,12th,3.8,6.8,50,5,0.1,10,6,5,1,0.6,74,8,2.8,4.0,0.0,Browsing,9,5.6,10.0
2419,Nicholas Garcia,13,Other,Castrobury,9th,3.7,7.4,82,10,0.8,5,7,9,0,1.0,144,14,1.9,2.0,1.0,Browsing,6,4.2,9.6
2420,Elizabeth Williams,15,Male,Port Susanberg,8th,7.3,5.6,56,0,0.3,7,10,9,0,0.8,39,9,0.8,1.2,1.9,Education,4,2.6,9.1
2421,Samantha Heath,19,Male,South Alison,10th,2.9,7.6,74,0,1.3,10,2,10,0,1.2,48,6,2.8,2.1,0.4,Education,8,3.5,6.2
2422,Mike Mcgee,18,Male,North Scottfurt,8th,3.1,7.6,62,3,1.6,3,2,3,1,1.2,112,7,0.5,3.1,2.6,Education,1,7.6,6.5
2423,Teresa Lynn,13,Other,Port Bethburgh,12th,7.1,3.3,54,5,0.0,10,8,6,1,0.0,132,13,3.0,1.5,0.8,Other,2,5.9,10.0
2424,Kelsey Carter,18,Male,Sheafurt,9th,4.2,7.3,64,2,0.0,6,9,10,0,0.0,37,13,2.1,0.0,0.9,Browsing,8,4.0,6.0
2425,Jennifer Johnson,14,Female,East Lucasside,11th,6.2,6.9,63,10,1.6,7,5,8,0,0.0,139,13,2.2,0.0,1.4,Other,1,5.0,10.0
2426,James Richard,14,Other,Russomouth,8th,6.7,5.5,77,2,1.1,1,6,6,1,0.9,36,6,0.3,0.8,0.9,Browsing,1,3.2,7.0
2427,Todd Christian,18,Male,Port Julia,7th,3.5,8.8,57,6,0.8,1,10,8,1,0.8,73,16,0.0,2.2,0.5,Social Media,7,5.4,6.0
2428,Heather Bailey,13,Female,New Amanda,11th,6.9,6.1,59,4,0.7,2,6,6,0,0.7,114,15,1.4,1.9,2.6,Other,2,6.9,10.0
2429,Nathan Simmons,13,Male,Martinside,11th,4.9,5.1,99,2,1.5,3,5,3,1,1.2,63,19,4.4,2.2,0.8,Browsing,4,5.9,10.0
2430,Benjamin Holmes,19,Female,Port Carol,10th,0.0,5.5,53,6,0.4,4,7,1,0,0.6,32,14,2.9,0.1,1.3,Browsing,10,1.3,3.7
2431,Daniel Davis,16,Female,Johnsonberg,7th,4.7,7.8,63,4,2.2,3,7,2,0,1.1,62,13,2.6,0.4,0.5,Social Media,1,5.1,7.6
2432,James Cole,16,Female,West Donaldfurt,8th,9.1,6.2,85,4,2.4,8,3,3,0,1.5,33,17,3.3,0.1,1.6,Browsing,4,7.5,10.0
2433,Joseph Thomas,17,Male,Parkerland,7th,0.0,7.8,73,3,0.6,7,3,1,0,1.5,27,11,2.6,1.8,0.7,Social Media,9,6.9,3.2
2434,Melissa Wang,18,Female,East Kaylaberg,7th,4.3,9.5,52,6,0.0,6,5,9,1,1.0,41,17,3.5,1.4,1.8,Education,6,6.5,8.7
2435,Richard Jordan,16,Other,Evelynborough,10th,2.2,8.8,92,6,0.5,10,9,2,1,0.3,80,19,2.2,1.8,1.2,Other,4,5.8,7.2
2436,Sara Johnson,17,Female,Michaelfort,11th,2.6,6.3,98,2,0.0,7,10,7,1,0.8,65,14,2.4,2.5,0.0,Gaming,6,6.8,8.4
2437,Bryan Barnes,18,Female,New Dawnshire,7th,4.8,7.4,93,1,0.9,4,9,2,1,1.5,125,6,1.9,2.5,1.4,Education,10,6.2,9.2
2438,Pamela Bailey,17,Male,New Thomasbury,8th,5.3,7.9,80,4,1.3,7,3,5,1,2.1,142,14,2.7,0.1,1.1,Gaming,2,7.2,9.8
2439,Paula Roy,13,Female,Lindaland,7th,5.6,7.0,67,3,0.5,8,5,9,0,1.3,59,17,0.0,2.3,0.6,Education,3,4.4,9.0
2440,Hector Wright,17,Male,Juliaborough,12th,8.4,6.1,54,0,1.2,3,2,3,1,0.8,94,19,1.8,0.2,1.4,Education,8,2.2,10.0
2441,David Hill,16,Other,Lake Megan,9th,3.4,6.9,94,7,1.4,7,3,10,0,0.7,64,17,2.8,1.6,0.8,Other,6,5.5,9.0
2442,Travis Watson,13,Female,Ramirezshire,10th,6.9,5.3,84,10,0.4,4,1,6,1,1.1,136,9,3.5,0.3,2.3,Other,6,7.1,10.0
2443,Brenda Hernandez,13,Other,Theresaville,10th,7.8,7.2,97,4,0.0,6,3,7,0,0.1,52,19,2.0,2.0,2.3,Education,8,8.3,10.0
2444,Jonathan Freeman,16,Male,Wilsonchester,12th,6.5,6.5,83,9,1.8,9,9,6,0,1.1,24,13,3.0,1.9,0.4,Browsing,6,6.9,10.0
2445,Victoria Burton,16,Female,Davisbury,9th,3.5,6.1,83,4,1.8,3,2,3,0,0.8,48,9,2.9,1.3,0.0,Other,7,8.8,7.4
2446,David Fernandez,17,Female,Wisechester,7th,3.9,5.8,86,4,2.3,1,5,9,1,1.6,66,15,1.4,0.2,1.3,Gaming,8,6.5,6.9
2447,David Black,19,Male,Clarkstad,7th,4.7,7.8,69,8,1.0,1,1,1,1,0.7,27,7,3.0,3.2,1.5,Social Media,10,3.8,8.9
2448,Donna Williams,16,Male,New Dennis,12th,3.8,8.8,91,8,0.0,10,3,10,0,0.7,85,10,2.2,0.0,1.6,Social Media,4,4.6,5.3
2449,Sean Perez,18,Other,North Michelleport,11th,4.9,3.0,75,8,0.3,6,8,4,1,0.6,112,11,0.5,2.8,0.3,Education,6,4.1,10.0
2450,Chris Krause,16,Other,West Jessicaton,8th,7.0,6.4,65,6,1.2,4,6,9,0,0.6,135,20,1.8,0.0,0.4,Other,2,5.3,10.0
2451,Jeffrey Gallagher,15,Female,North Heather,12th,6.3,6.9,62,3,2.0,2,3,1,1,0.4,91,7,3.8,2.5,1.2,Browsing,4,7.4,10.0
2452,Thomas Matthews,15,Female,New Stephanie,10th,3.4,6.5,80,7,0.8,5,2,6,0,0.6,66,14,2.7,1.0,1.6,Other,6,4.0,8.0
2453,Gregory Smith,14,Female,Sandrahaven,12th,7.7,10.0,82,2,1.7,7,7,10,1,1.3,105,7,2.7,1.4,0.8,Browsing,9,6.4,10.0
2454,Kevin Ryan,19,Female,Bowerstown,12th,0.0,4.6,66,5,0.5,6,10,1,1,1.3,69,12,3.8,2.9,0.6,Education,7,2.8,8.2
2455,Steven Roberts,18,Other,Hernandezville,12th,3.6,5.3,93,8,0.0,5,5,8,0,1.3,119,15,1.1,1.0,0.0,Education,3,7.5,8.4
2456,Adam Boone,18,Male,Justinfort,7th,7.5,7.4,95,5,0.5,5,10,9,1,1.1,34,14,2.6,1.6,1.5,Other,3,3.3,10.0
2457,Amanda Webb,16,Male,New Marcshire,7th,8.3,7.2,63,3,2.3,9,1,10,1,0.7,79,18,3.8,2.6,0.7,Browsing,8,7.2,10.0
2458,Scott Davis,16,Female,Ericaborough,11th,8.5,5.8,76,4,1.9,4,2,8,0,0.5,144,10,1.3,1.0,1.2,Social Media,9,3.9,10.0
2459,Nicholas Dixon,18,Other,Lake William,10th,4.2,5.1,62,4,0.0,3,4,2,0,0.8,110,17,1.9,1.2,0.1,Other,8,9.4,10.0
2460,Julia Smith,16,Female,Christybury,8th,3.7,6.9,91,2,2.6,7,8,3,1,1.0,62,11,2.3,2.1,1.0,Other,1,8.0,8.1
2461,Allen Williams,15,Other,Emilystad,10th,5.7,8.6,94,1,1.5,8,8,1,0,0.0,141,13,2.4,0.4,0.8,Browsing,4,6.2,9.6
2462,Mary Davis,19,Male,Alyssaburgh,7th,1.2,6.9,75,3,0.9,9,5,9,0,1.6,135,10,3.0,1.6,1.0,Other,8,3.8,7.0
2463,Jeremy Martin,14,Other,Dillonport,7th,7.0,6.9,93,8,0.4,4,7,6,0,0.4,67,19,3.4,1.7,0.9,Social Media,7,4.7,10.0
2464,John Scott,13,Other,Rebeccaburgh,7th,4.1,6.5,92,9,1.2,2,5,8,1,1.8,144,8,3.0,2.9,1.4,Other,1,4.2,10.0
2465,Andrew Dorsey,16,Female,Pittmanberg,8th,5.4,4.9,93,6,1.8,5,2,3,1,0.8,132,6,3.8,0.0,1.1,Education,2,7.0,10.0
2466,Paula Hernandez,15,Other,West Makayla,11th,7.7,6.6,69,6,1.4,7,10,5,1,1.7,23,16,3.2,0.7,0.7,Browsing,7,8.3,10.0
2467,Joseph Garcia,19,Female,Ricardoport,10th,7.9,7.3,95,0,1.8,5,3,1,1,1.1,101,13,1.8,0.2,0.6,Social Media,8,5.3,10.0
2468,William Ramos,18,Other,North Tracy,12th,2.9,5.8,78,6,1.0,9,3,5,1,1.0,61,12,0.6,0.0,0.6,Social Media,4,5.6,4.2
2469,Spencer Edwards,15,Male,Phillipville,12th,2.9,6.1,79,7,2.9,3,4,2,0,1.3,128,8,1.9,1.6,1.3,Browsing,2,4.1,7.5
2470,Tiffany Perez,19,Male,North Paigemouth,7th,5.1,8.3,50,3,1.9,1,3,7,1,0.9,148,5,3.2,0.5,1.4,Social Media,10,3.9,8.6
2471,Justin Reed,13,Female,Sarahshire,8th,6.1,6.2,55,9,0.7,5,3,6,0,1.1,37,16,3.7,1.9,0.0,Other,8,7.4,10.0
2472,Janice Herrera,19,Male,East Robert,8th,5.6,6.3,100,8,1.7,4,5,1,0,0.9,117,13,2.2,0.6,1.2,Gaming,4,8.6,10.0
2473,Michael Todd,13,Male,North Aaron,12th,4.8,5.3,83,8,1.4,2,3,10,0,1.9,145,12,3.6,1.5,0.9,Gaming,4,8.1,10.0
2474,Katie Miller,17,Male,Christophermouth,10th,9.4,5.8,61,1,1.5,3,3,9,0,1.5,137,10,2.7,0.6,2.0,Gaming,3,3.6,10.0
2475,Priscilla Moore,19,Female,Guzmanmouth,9th,5.3,6.9,89,10,2.5,2,8,9,1,0.5,93,16,2.1,0.7,1.3,Browsing,2,4.0,9.7
2476,Jason Macdonald,17,Female,Port Cassandramouth,8th,5.2,7.4,96,3,0.0,5,2,8,0,0.3,117,8,3.5,1.1,0.2,Other,4,7.1,10.0
2477,Robert Rice DDS,14,Female,West Brianborough,11th,4.3,5.3,66,8,1.4,4,10,2,0,1.1,79,11,1.8,1.0,0.4,Gaming,10,4.7,8.2
2478,Cynthia Gonzalez,13,Male,Aaronland,8th,4.6,6.6,100,1,0.0,8,2,1,1,1.4,58,17,2.3,0.6,0.1,Gaming,1,5.8,8.8
2479,Amanda Lee,16,Male,Port Bonnie,9th,4.4,7.1,52,4,0.6,2,9,3,0,0.6,98,17,2.6,1.4,0.5,Education,6,6.3,10.0
2480,Eric Yates,17,Male,Dustinmouth,11th,7.8,6.7,81,8,1.6,2,2,7,1,0.7,36,10,2.7,0.6,0.8,Education,8,6.1,10.0
2481,Logan Burns,15,Female,East Kristin,7th,6.9,5.6,94,6,1.2,8,3,10,0,1.2,113,8,1.2,1.8,0.3,Browsing,8,5.4,10.0
2482,Ashley Villarreal,15,Male,Brookston,11th,3.9,4.5,100,3,1.7,9,1,8,0,0.9,65,18,2.2,0.1,0.0,Social Media,5,4.9,8.8
2483,Thomas Murphy,14,Male,West Alisonfort,10th,6.4,8.4,79,7,1.6,10,4,8,1,0.8,56,17,1.5,2.1,0.9,Social Media,6,6.3,10.0
2484,Mark Becker,18,Other,Laurenstad,11th,1.1,5.9,96,2,0.0,9,8,2,0,0.8,80,14,2.6,3.6,0.8,Education,7,7.2,8.8
2485,Tammie Harris,15,Female,North Sarahshire,9th,3.6,8.2,95,3,0.1,1,2,4,0,1.0,61,6,2.2,2.1,0.8,Education,2,5.7,6.2
2486,Antonio Perry,18,Other,Millerhaven,7th,6.4,6.3,88,10,0.8,6,4,5,1,0.7,91,10,2.6,2.1,0.5,Education,6,8.6,10.0
2487,Toni Gamble,14,Other,Michaelview,9th,5.1,5.6,68,0,2.7,5,4,5,0,0.7,67,18,4.5,1.0,1.9,Other,2,4.7,10.0
2488,Sarah Hart,19,Male,South Amanda,9th,1.8,4.8,74,8,1.0,2,9,5,1,1.7,132,13,4.3,3.6,0.7,Other,1,7.2,10.0
2489,Brandy Scott,14,Other,North Randy,11th,5.2,5.7,86,9,0.0,4,2,1,0,1.0,120,14,1.6,1.2,0.2,Gaming,10,7.4,10.0
2490,Mrs. Mary Peterson,14,Other,Sarahside,9th,4.3,8.5,90,2,0.0,6,3,4,0,0.7,71,20,3.6,0.9,1.0,Other,5,7.7,10.0
2491,Elizabeth Thompson,17,Other,Port Paulfurt,12th,6.4,3.8,90,6,1.0,4,5,7,1,1.0,47,17,2.5,0.3,1.5,Browsing,7,4.3,10.0
2492,Christopher Oneal,14,Male,Jesseview,11th,6.2,5.5,61,7,1.2,10,10,8,1,0.2,123,6,3.5,1.6,1.2,Gaming,4,4.8,10.0
2493,Matthew Robertson,15,Female,Ramirezfurt,7th,5.0,5.6,68,10,0.8,5,6,1,0,1.5,83,16,3.4,0.2,1.7,Other,7,9.3,10.0
2494,Bailey Houston,18,Other,Lake Mary,11th,8.4,5.8,75,9,1.8,7,4,5,1,1.0,90,15,2.3,0.8,0.0,Other,4,2.9,10.0
2495,Sarah Scott,13,Other,Ryanshire,12th,3.8,8.0,77,3,0.7,1,5,9,0,0.6,46,6,2.7,0.2,1.1,Browsing,8,4.4,4.8
2496,Brian Rodriguez,19,Male,Riveramouth,7th,5.1,5.2,54,2,1.5,1,3,3,1,0.9,37,5,4.1,0.6,1.3,Social Media,5,4.0,8.9
2497,Michael Kemp,16,Other,West Catherine,11th,7.5,8.2,100,1,1.0,3,7,2,1,1.2,44,17,2.6,3.1,1.1,Education,1,5.3,10.0
2498,Elizabeth Jones,19,Other,Lake Brian,11th,5.5,8.0,80,3,1.0,2,3,7,0,1.3,81,19,1.0,2.3,1.0,Education,1,10.0,10.0
2499,Kenneth Moore,18,Other,South Michelle,12th,6.1,4.5,70,8,1.8,10,8,9,1,0.6,100,12,3.6,2.7,0.6,Education,1,2.8,10.0
2500,Christopher Sims,18,Male,East David,11th,8.9,5.7,86,4,1.6,5,3,6,1,0.6,24,9,3.6,1.3,2.0,Social Media,10,9.6,10.0
2501,Jennifer Espinoza,13,Other,Masseyfort,7th,5.2,4.0,69,7,1.8,4,6,3,0,1.6,30,9,1.7,0.8,1.2,Education,2,7.5,8.1
2502,Alicia Neal,16,Male,Shaneshire,8th,2.6,6.2,86,9,0.7,8,7,6,1,1.0,62,20,3.2,1.5,1.7,Gaming,6,4.3,9.4
2503,Mr. Stephen Johnson DVM,18,Female,West Carlosburgh,7th,4.9,3.4,76,0,1.5,1,3,4,0,1.3,61,10,2.9,1.7,0.5,Other,1,4.4,10.0
2504,Danielle Bates,14,Other,Charleston,10th,4.5,4.8,82,4,1.1,1,6,5,1,1.0,21,20,1.9,2.9,0.2,Gaming,5,7.8,10.0
2505,Elizabeth Huber,19,Female,Keithchester,10th,8.1,4.5,59,8,1.2,1,8,8,1,0.6,48,11,1.9,1.2,1.4,Other,9,4.9,10.0
2506,Beverly Hardy,19,Male,North Craigtown,9th,4.5,4.6,77,7,1.0,10,1,4,0,0.6,146,19,2.4,1.6,1.9,Social Media,5,5.4,10.0
2507,John Cochran,18,Male,Port Saraport,8th,2.9,8.1,57,9,2.6,8,8,8,1,0.9,93,6,2.4,1.7,2.0,Browsing,6,7.6,6.0
2508,Michael Wiley,13,Female,North Andrewtown,10th,7.6,9.7,76,6,0.9,2,6,4,1,0.3,75,5,2.1,0.4,0.0,Other,2,6.5,7.8
2509,Jeffrey Brown,16,Female,New Laura,12th,3.5,6.8,91,4,1.1,5,3,4,0,2.2,107,12,3.7,1.4,0.5,Browsing,1,9.2,9.7
2510,Alisha Howard,14,Other,South Rachelburgh,10th,4.1,6.6,57,0,1.3,4,6,2,1,0.8,95,5,1.5,0.0,0.6,Social Media,2,7.6,5.2
2511,James West,13,Other,Alvaradoside,11th,6.9,6.9,70,3,1.6,2,1,9,0,1.2,69,9,1.9,1.7,0.0,Social Media,1,6.4,10.0
2512,Austin Dixon,16,Male,Markbury,11th,4.7,5.1,91,3,0.7,4,6,7,0,1.6,23,16,3.9,3.3,0.8,Browsing,10,9.8,10.0
2513,Jessica Mcmillan,15,Other,Emilyfort,10th,6.2,5.1,87,3,1.7,6,2,1,1,0.6,101,16,2.8,3.1,0.5,Other,9,7.2,10.0
2514,Jermaine Wu,19,Male,Port Paula,10th,3.6,7.0,82,10,2.0,9,9,10,0,0.8,137,7,3.6,0.1,1.8,Browsing,10,5.7,7.9
2515,William Cordova,16,Female,West Annehaven,10th,6.6,5.6,96,8,1.0,2,6,4,0,1.1,55,18,2.7,0.9,1.9,Gaming,10,1.8,10.0
2516,Jose Avila,16,Male,Robertside,7th,3.2,4.1,97,4,0.8,8,1,5,0,1.2,146,13,2.7,1.7,1.6,Gaming,2,10.7,10.0
2517,Christopher Wright,18,Other,North Johnnystad,8th,9.4,7.3,50,7,0.9,10,7,1,0,1.4,119,16,0.4,1.7,0.6,Other,1,3.5,10.0
2518,Jessica Stevens,13,Male,East Michaelberg,12th,1.7,4.3,81,8,0.9,3,6,2,1,0.7,126,13,2.4,0.3,0.0,Social Media,6,3.6,7.4
2519,Joseph Powers,19,Other,South Jennifer,12th,7.0,6.5,57,5,1.4,3,7,3,0,0.9,47,15,2.8,0.8,0.6,Social Media,6,3.8,10.0
2520,Jacqueline Evans,18,Female,Jesseburgh,8th,5.2,10.0,76,3,1.7,5,3,2,1,0.8,96,9,2.3,2.0,1.2,Education,4,3.0,8.2
2521,Richard Lee,18,Male,Andrewville,9th,4.9,7.2,60,8,0.8,6,7,3,1,0.9,35,18,3.2,2.2,1.7,Other,7,9.2,10.0
2522,Heather Dickerson,14,Other,Hughesside,12th,9.1,7.4,75,1,0.4,8,8,3,1,0.8,76,8,2.2,2.4,0.7,Education,1,9.9,10.0
2523,Christopher Hamilton,14,Male,Petersenberg,8th,5.4,9.0,66,1,0.7,3,9,4,0,0.6,95,6,3.4,0.2,1.4,Social Media,10,6.1,7.6
2524,Christine Duncan,19,Female,New Alison,8th,5.8,6.1,65,1,1.9,6,6,4,0,1.6,57,19,2.7,2.6,0.6,Gaming,10,4.9,10.0
2525,Denise Cummings,19,Male,Pattonbury,8th,7.0,9.1,53,1,1.5,3,3,3,0,2.4,120,17,2.3,3.0,0.8,Gaming,1,5.2,10.0
2526,Tanya Smith,19,Other,South Rachel,8th,3.3,9.0,57,9,2.5,8,8,3,0,1.2,36,19,2.3,1.1,0.3,Education,5,7.2,6.7
2527,Jackie Rowe,18,Male,Walkerchester,7th,4.6,5.3,51,10,0.5,9,8,7,0,0.8,124,17,2.0,2.0,0.0,Browsing,1,6.9,10.0
2528,Brian Blackburn,17,Male,West Angela,8th,5.9,9.2,100,6,0.0,4,5,8,0,0.6,44,14,2.8,0.4,0.9,Social Media,1,4.0,8.2
2529,Robert Li,17,Female,Carrieshire,8th,4.5,6.6,53,3,0.0,4,7,4,1,1.6,149,7,3.2,2.0,0.2,Other,9,5.2,10.0
2530,Maria Anderson,19,Other,Hernandezside,7th,6.2,6.3,97,3,0.9,1,2,7,0,1.4,63,6,3.5,0.7,0.6,Education,1,6.2,9.7
2531,Russell Hernandez,14,Female,New Katherine,10th,6.0,5.6,67,7,0.8,8,4,3,0,0.8,150,16,2.0,1.4,0.5,Education,9,3.7,10.0
2532,Danny Terry,14,Female,Smithhaven,8th,2.4,8.2,99,10,0.0,7,5,10,0,1.5,68,14,2.5,2.2,1.4,Education,4,5.9,7.2
2533,Matthew Ayala,18,Female,Robertsonstad,11th,4.1,5.7,53,1,0.6,4,1,1,1,1.5,135,14,2.2,0.7,0.8,Other,8,4.4,9.6
